Image_Metadata_Plate,Image_Metadata_Well,Image_FileName_OrigHoechst,Image_Count_Nuclei,Image_Metadata_GeneID,Image_Metadata_GeneSymbol,Image_Metadata_IsLandmark,Image_Metadata_AlleleDesc,Image_Metadata_ExpressionVector,Image_Metadata_FlaggedForToxicity,Image_Metadata_IE_Blast_noBlast,Image_Metadata_IntendedOrfMismatch,Image_Metadata_OpenOrClosed,Image_Metadata_RNAiVirusPlateName,Image_Metadata_Site,Image_Metadata_TimePoint_Hours,Image_Metadata_Type,Image_Metadata_Virus_Vol_ul,Image_Metadata_ASSAY_WELL_ROLE,Image_Metadata_QCFlag_isBlurry,Image_Metadata_QCFlag_isSaturated
41744,i06,taoe005-u2os-72h-cp-a-au00044859_i06_s3_w1dea855a2-7679-492f-a171-591c5fcda300.tif,67,,EMPTY,,,,,0.07,,,ORA11.12.13.18A,3,72H,"ORF OE",1,Untreated,0,0
41744,g12,taoe005-u2os-72h-cp-a-au00044859_g12_s7_w1fe7abf1c-c3f4-4b84-8b62-f3fef1f9a0a9.tif,30,5566,PRKACA,1,WT.1,pLX304,Toxic,0.85,,,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41744,e17,taoe005-u2os-72h-cp-a-au00044859_e17_s5_w1df54aba2-2064-4c98-a7a4-3559e8226614.tif,38,,EMPTY,,,,,0.08,,,ORA11.12.13.18A,5,72H,"ORF OE",1,Untreated,0,0
41744,h03,taoe005-u2os-72h-cp-a-au00044859_h03_s2_w15c8103ae-7e94-4c75-b236-7850380b740a.tif,12,841,CASP8,0,WT.2,pLX304,Toxic,1.49,,closed,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41744,f01,taoe005-u2os-72h-cp-a-au00044859_f01_s3_w1cf319c87-2e3f-4b25-935f-3187b6d5ff6f.tif,123,5594,MAPK1,0,WT.1,pLX304,,1.08,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41756,c11,taoe005-u2os-72h-cp-a-au00044858_c11_s7_w1ab03eff1-a529-4250-b465-cba6a852a3bb.tif,80,1856,DVL2,0,WT,pLX304,,0.12,,,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41744,e17,taoe005-u2os-72h-cp-a-au00044859_e17_s1_w1873e2b21-97b1-4398-a9a5-64ebf2c45ea7.tif,72,,EMPTY,,,,,0.08,,,ORA11.12.13.18A,1,72H,"ORF OE",1,Untreated,0,0
41744,e21,taoe005-u2os-72h-cp-a-au00044859_e21_s9_w1f79da4d4-648f-4186-b86a-03e5e50105ae.tif,112,5581,PRKCE,0,WT.1,pLX304,,1.07,,open,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41744,g18,taoe005-u2os-72h-cp-a-au00044859_g18_s3_w1b0d4cbc6-0a6f-4705-bb6e-f043aafba5d6.tif,94,5578,PRKCA,0,WT.2,pLX304,,0.31,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41744,g15,taoe005-u2os-72h-cp-a-au00044859_g15_s5_w118dbd6bb-6092-418b-8d5f-c56f8d7c9ec9.tif,70,,EMPTY,,,,,0.09,,,ORA11.12.13.18A,5,72H,"ORF OE",1,Untreated,0,0
41744,i07,taoe005-u2os-72h-cp-a-au00044859_i07_s4_w136bedb0b-5d26-4b00-9b6d-aec72ef0b44a.tif,107,9575,CLOCK,0,WT,pLX304,,1,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41744,f04,taoe005-u2os-72h-cp-a-au00044859_f04_s1_w17df63401-db9e-4a75-8336-3e560ff3d170.tif,68,1050,CEBPA,1,WT.2,pLX304,PotentiallyToxic,1.36,,closed,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41744,f06,taoe005-u2os-72h-cp-a-au00044859_f06_s3_w17fc45d53-ae9a-426a-90d4-58cef943be1d.tif,90,1387,CREBBP,0,WT,pLX304,,1.12,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41744,g01,taoe005-u2os-72h-cp-a-au00044859_g01_s6_w1d5ec9701-1aab-49b6-83f0-abe2b875f4f2.tif,124,5599,MAPK8,0,WT.1,pLX304,,1.08,,open,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41744,i06,taoe005-u2os-72h-cp-a-au00044859_i06_s8_w103321703-1cd0-4766-adaa-7c0922d002e0.tif,89,,EMPTY,,,,,0.07,,,ORA11.12.13.18A,8,72H,"ORF OE",1,Untreated,0,0
41744,i11,taoe005-u2os-72h-cp-a-au00044859_i11_s8_w1ad79759c-bff5-426c-a0a9-04a6026bf3c7.tif,81,-42,LacZ,0,CTRL,pLX304,,0.97,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,CTRL,0,0
41744,g10,taoe005-u2os-72h-cp-a-au00044859_g10_s5_w13d072af5-e8bb-47f0-a22a-678497b3af41.tif,80,5562,PRKAA1,0,WT.1,pLX304,,1.14,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41744,f11,taoe005-u2os-72h-cp-a-au00044859_f11_s3_w1e3d997c4-91dc-4af0-b088-259ab1f20c2d.tif,56,468,ATF4,0,WT.2,pLX304,Toxic,1.05,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41744,e23,taoe005-u2os-72h-cp-a-au00044859_e23_s1_w1d5d1379c-3591-47fc-8160-65da8974b87c.tif,99,5590,PRKCZ,0,WT.1,pLX304,,1.06,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41744,g22,taoe005-u2os-72h-cp-a-au00044859_g22_s7_w1e535ef9c-70f8-4c6b-981e-8b610b466254.tif,74,5590,PRKCZ,0,WT.2,pLX304,,1.22,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41744,i10,taoe005-u2os-72h-cp-a-au00044859_i10_s2_w190ed850b-9862-483e-93d4-e50faa25bf8c.tif,106,5603,MAPK13,1,WT.2,pLX304,,1.04,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41744,i09,taoe005-u2os-72h-cp-a-au00044859_i09_s6_w166f7aa5f-3520-4d13-ae63-956ee2aeaad5.tif,61,9641,IKBKE,1,WT.1,pLX304,,0.92,,open,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41744,g07,taoe005-u2os-72h-cp-a-au00044859_g07_s2_w1723f7f54-308e-40d9-8f33-36e8df6090df.tif,88,5971,RELB,1,WT,pLX304,,1.25,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41744,i12,taoe005-u2os-72h-cp-a-au00044859_i12_s4_w1ba79ca3e-1e39-4b98-ae56-cbf231fc546e.tif,59,5604,MAP2K1,0,WT.1,pLX304,,0.9,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41744,f09,taoe005-u2os-72h-cp-a-au00044859_f09_s6_w154755774-1acc-467e-97e0-72c983a52cc7.tif,37,2887,GRB10,1,WT.1,pLX304,,1.12,,closed,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41744,i13,taoe005-u2os-72h-cp-a-au00044859_i13_s5_w18154d430-d903-4165-946a-6d3aace77707.tif,45,22943,DKK1,0,WT,pLX304,,1.15,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41744,h05,taoe005-u2os-72h-cp-a-au00044859_h05_s9_w1d94dd5fc-b299-4303-8289-ab64c4230f95.tif,76,5598,MAPK7,0,WT.mismatch,pLX304,,1.06,mismatch,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41744,g21,taoe005-u2os-72h-cp-a-au00044859_g21_s6_w14a2ca2a1-c18c-4fe3-9e59-789837172f16.tif,116,7128,TNFAIP3,0,WT,pLX304,,0.9,,open,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41744,i16,taoe005-u2os-72h-cp-a-au00044859_i16_s3_w1bb7cd4ca-b881-4736-b6d2-5d7559cd5ac3.tif,62,6198,RPS6KB1,0,WT.2,pLX304,,0.92,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41744,i14,taoe005-u2os-72h-cp-a-au00044859_i14_s6_w155768b80-6b03-4ce9-9ca8-72f1914e6bf5.tif,102,5894,RAF1,0,WT.1,pLX304,,0.92,,open,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41744,i15,taoe005-u2os-72h-cp-a-au00044859_i15_s7_w19a2b276c-a6da-41ef-b9a4-7858f4597493.tif,53,23678,SGK3,0,WT.1,pLX304,,1.23,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41744,g11,taoe005-u2os-72h-cp-a-au00044859_g11_s1_w1eb463d88-0ac5-43e4-b6bb-b6e162ce44a5.tif,67,6772,STAT1,1,WT,pLX304,,0.93,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41744,g07,taoe005-u2os-72h-cp-a-au00044859_g07_s7_w13e7c1f54-3ba5-4100-ba89-34a50472ee00.tif,106,5971,RELB,1,WT,pLX304,,1.25,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41744,f09,taoe005-u2os-72h-cp-a-au00044859_f09_s1_w12acf07cb-d566-487f-9cfc-24d39a35d3e2.tif,69,2887,GRB10,1,WT.1,pLX304,,1.12,,closed,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41744,f10,taoe005-u2os-72h-cp-a-au00044859_f10_s2_w15df92b12-c4b2-4fb5-b4eb-82581f5e3286.tif,82,3845,KRAS,0,WT.1,pLX304,,1.14,,closed,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41744,i11,taoe005-u2os-72h-cp-a-au00044859_i11_s3_w14bc3dfc8-ee38-4115-b4c2-732ab02253e5.tif,76,-42,LacZ,0,CTRL,pLX304,,0.97,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,CTRL,0,0
41744,i10,taoe005-u2os-72h-cp-a-au00044859_i10_s7_w132e68564-e063-450e-a917-411f6e897d1a.tif,96,5603,MAPK13,1,WT.2,pLX304,,1.04,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41744,g19,taoe005-u2os-72h-cp-a-au00044859_g19_s4_w1427c94f2-4cca-4ae6-bfe7-f035d897d389.tif,55,7046,TGFBR1,0,WT.1,pLX304,,1.04,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41744,g17,taoe005-u2os-72h-cp-a-au00044859_g17_s7_w1f2ca496e-17f9-4201-8789-047691ff246e.tif,61,6794,STK11,0,WT.1,pLX304,,1.01,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41744,f03,taoe005-u2os-72h-cp-a-au00044859_f03_s5_w12650ce9c-fde0-4cad-9771-76cf32c63b4c.tif,101,7188,TRAF5,0,WT,pLX304,,1.02,,closed,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41744,e18,taoe005-u2os-72h-cp-a-au00044859_e18_s6_w1a9d8525b-2f06-4a31-87e8-c27cbe22a96e.tif,50,3717,JAK2,0,WT,pLX304,,0.95,,,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41744,f05,taoe005-u2os-72h-cp-a-au00044859_f05_s7_w1f4fc971d-08f8-4d93-9aab-6d815b2d57a6.tif,109,650,BMP2,0,WT,pLX304,,1.23,,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41744,g18,taoe005-u2os-72h-cp-a-au00044859_g18_s8_w14a5728c6-1ac6-48fa-901b-3278ff734c66.tif,101,5578,PRKCA,0,WT.2,pLX304,,0.31,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41744,i18,taoe005-u2os-72h-cp-a-au00044859_i18_s5_w172f196ec-70b4-488d-85db-83fe210d768d.tif,39,6788,STK3,0,WT.1,pLX304,,1,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41744,g09,taoe005-u2os-72h-cp-a-au00044859_g09_s4_w1efa118d1-41d4-4d79-a4db-06a416a9286e.tif,53,6009,RHEB,1,WT.1,pLX304,,0.95,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41744,e21,taoe005-u2os-72h-cp-a-au00044859_e21_s4_w1b9b89d61-5a8d-4911-95c1-30398d6af6d4.tif,103,5581,PRKCE,0,WT.1,pLX304,,1.07,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41744,f06,taoe005-u2os-72h-cp-a-au00044859_f06_s8_w14cf01fa7-4be4-4292-adb2-43446f4aa447.tif,79,1387,CREBBP,0,WT,pLX304,,1.12,,closed,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41744,f07,taoe005-u2os-72h-cp-a-au00044859_f07_s4_w1e8d70207-5303-4d09-b770-c89c9b45e204.tif,50,4794,NFKBIE,1,WT,pLX304,,1.26,,closed,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41744,g23,taoe005-u2os-72h-cp-a-au00044859_g23_s3_w1e6f967c5-ac6c-46d7-a8c9-79b150193e64.tif,81,7186,TRAF2,0,WT,pLX304,,1.16,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41744,f11,taoe005-u2os-72h-cp-a-au00044859_f11_s8_w114eb96ff-344d-42c9-8820-866d2a918602.tif,79,468,ATF4,0,WT.2,pLX304,Toxic,1.05,,closed,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41744,f07,taoe005-u2os-72h-cp-a-au00044859_f07_s9_w1fabaa5ea-8d74-4631-aff1-7d7c7d9661dd.tif,59,4794,NFKBIE,1,WT,pLX304,,1.26,,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41744,g19,taoe005-u2os-72h-cp-a-au00044859_g19_s9_w1ef246fce-53b8-4701-b02a-915147596613.tif,56,7046,TGFBR1,0,WT.1,pLX304,,1.04,,open,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41744,h11,taoe005-u2os-72h-cp-a-au00044859_h11_s5_w152e58288-a938-422e-a92d-e8e03728eca8.tif,56,5045,FURIN,0,WT.1,pLX304,,0.95,,closed,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41744,i17,taoe005-u2os-72h-cp-a-au00044859_i17_s9_w1e4d21e01-4a20-45c4-8a78-685e2ef317fa.tif,96,25805,BAMBI,1,WT,pLX304,,1.04,,open,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41744,g06,taoe005-u2os-72h-cp-a-au00044859_g06_s1_w16c9edc11-5134-454e-a5b6-f5db9cfe3649.tif,127,5291,PIK3CB,0,WT.2,pLX304,,0.88,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41744,g22,taoe005-u2os-72h-cp-a-au00044859_g22_s2_w104d9105d-fb9c-457b-bdc2-7d4c0bdc67ed.tif,79,5590,PRKCZ,0,WT.2,pLX304,,1.22,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41744,i12,taoe005-u2os-72h-cp-a-au00044859_i12_s9_w1dcc5a1eb-aaa8-4c2e-a26e-db62c95ae00a.tif,73,5604,MAP2K1,0,WT.1,pLX304,,0.9,,open,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41744,h10,taoe005-u2os-72h-cp-a-au00044859_h10_s9_w101720912-5f47-4054-9ce5-1da50922a9bb.tif,113,10413,YAP1,0,WT.3,pLX304,,1.18,,open,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41744,f05,taoe005-u2os-72h-cp-a-au00044859_f05_s2_w1146dc4d6-fabe-4d3f-b628-2260782b2a77.tif,49,650,BMP2,0,WT,pLX304,,1.23,,closed,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41744,e24,taoe005-u2os-72h-cp-a-au00044859_e24_s7_w1e6832924-6932-4e78-bd4c-1aa259e6bf26.tif,132,4296,MAP3K11,0,WT,pLX304,,1.09,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41744,h09,taoe005-u2os-72h-cp-a-au00044859_h09_s8_w1db6eaf04-fbb0-433e-a95f-9aad5bd2ef38.tif,65,3654,IRAK1,0,WT,pLX304,,0.96,,closed,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41744,g24,taoe005-u2os-72h-cp-a-au00044859_g24_s9_w1d4d8aff4-2761-41b4-a3f6-799efea95689.tif,50,5594,MAPK1,0,WT.2,pLX304,,1.04,,open,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41744,h06,taoe005-u2os-72h-cp-a-au00044859_h06_s5_w19562a647-853c-4347-a39f-3e4cbc8bde82.tif,61,1452,CSNK1A1,1,WT.3,pLX304,,1.09,,closed,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41744,g21,taoe005-u2os-72h-cp-a-au00044859_g21_s1_w1866bc8d4-2948-4b7f-bbaa-c74cd642e554.tif,75,7128,TNFAIP3,0,WT,pLX304,,0.9,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41744,i09,taoe005-u2os-72h-cp-a-au00044859_i09_s1_w103e16b4f-7430-491f-9c52-fad164e6114f.tif,84,9641,IKBKE,1,WT.1,pLX304,,0.92,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41744,h19,taoe005-u2os-72h-cp-a-au00044859_h19_s3_w1cffd4fc3-714a-41de-8622-494df6b13d13.tif,98,,EMPTY,,,,,0.08,,,ORA11.12.13.18A,3,72H,"ORF OE",1,Untreated,0,0
41744,h04,taoe005-u2os-72h-cp-a-au00044859_h04_s3_w1b3347253-bfc5-405a-8650-18abaa23e9ff.tif,70,1499,CTNNB1,0,WT,pLX304,,0.92,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41744,h07,taoe005-u2os-72h-cp-a-au00044859_h07_s1_w18c8e889a-b62f-4e7a-9a80-19075eed7a70.tif,93,,EMPTY,,,,,0.08,,,ORA11.12.13.18A,1,72H,"ORF OE",1,Untreated,0,0
41744,f14,taoe005-u2os-72h-cp-a-au00044859_f14_s6_w14bfa33db-d958-4e37-b514-7f99ad4e13f8.tif,75,598,BCL2L1,0,WT,pLX304,,1.04,,open,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41744,f12,taoe005-u2os-72h-cp-a-au00044859_f12_s4_w1e1a4bc76-17d4-485c-a534-e86ea1f0f577.tif,124,3845,KRAS,0,WT.2,pLX304,,0.95,,closed,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41744,f15,taoe005-u2os-72h-cp-a-au00044859_f15_s7_w124a16717-e49f-45f2-8a90-737a7dac129c.tif,74,1843,DUSP1,0,WT.mismatch,pLX304,,1.15,mismatch,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41744,i21,taoe005-u2os-72h-cp-a-au00044859_i21_s3_w141482d29-d9b9-4756-8f9e-2014b1a29fac.tif,76,54541,DDIT4,1,WT,pLX304,,0.98,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41744,i14,taoe005-u2os-72h-cp-a-au00044859_i14_s1_w12150d579-ae03-4dc8-b305-7b10b00d63eb.tif,62,5894,RAF1,0,WT.1,pLX304,,0.92,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41744,f24,taoe005-u2os-72h-cp-a-au00044859_f24_s6_w16d6af11f-73df-43a6-b8e2-5ef795f579f9.tif,24,10413,YAP1,0,WT.2,pLX304,,1.08,,open,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41744,f12,taoe005-u2os-72h-cp-a-au00044859_f12_s9_w1f83ade4d-d9b2-4709-91b3-ea20460445a1.tif,93,3845,KRAS,0,WT.2,pLX304,,0.95,,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41744,h13,taoe005-u2os-72h-cp-a-au00044859_h13_s2_w1a72cfcd8-3493-4db1-a237-54c01d132dfe.tif,36,4790,NFKB1,0,WT.1,pLX304,,1.27,,closed,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41744,i17,taoe005-u2os-72h-cp-a-au00044859_i17_s4_w16ce2f8ae-a0ec-4265-a989-3718a75f281f.tif,129,25805,BAMBI,1,WT,pLX304,,1.04,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41744,h12,taoe005-u2os-72h-cp-a-au00044859_h12_s1_w18f166144-5122-4f04-8a80-69667b05002d.tif,59,10413,YAP1,0,WT.4,pLX304,,1.11,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41744,f22,taoe005-u2os-72h-cp-a-au00044859_f22_s4_w121c4dc5e-997c-4248-8a5b-4939ee5d822b.tif,71,1452,CSNK1A1,1,WT.2,pLX304,,1.15,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41744,i15,taoe005-u2os-72h-cp-a-au00044859_i15_s2_w1f59eb574-2aed-42e2-a104-cbcd9f3c992d.tif,103,23678,SGK3,0,WT.1,pLX304,,1.23,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41744,g24,taoe005-u2os-72h-cp-a-au00044859_g24_s4_w104d3024d-bf80-4c60-920f-2b26999f67ad.tif,107,5594,MAPK1,0,WT.2,pLX304,,1.04,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41744,g01,taoe005-u2os-72h-cp-a-au00044859_g01_s2_w1613d0613-13de-4f47-addb-c979b33896d2.tif,63,5599,MAPK8,0,WT.1,pLX304,,1.08,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41744,n04,taoe005-u2os-72h-cp-a-au00044859_n04_s6_w1cd60a85d-746e-4c6b-812d-b9bc5c535177.tif,90,6608,SMO,0,WT.2,pLX304,,0.94,,closed,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41744,f10,taoe005-u2os-72h-cp-a-au00044859_f10_s7_w1fdd3f45d-aa46-436f-a39b-4f33635ba16e.tif,105,3845,KRAS,0,WT.1,pLX304,,1.14,,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41744,f14,taoe005-u2os-72h-cp-a-au00044859_f14_s1_w1fb422aa1-07bb-4cfb-b1ed-f5048930a935.tif,45,598,BCL2L1,0,WT,pLX304,,1.04,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41744,h04,taoe005-u2os-72h-cp-a-au00044859_h04_s8_w1c9e71ff3-3bc4-4f84-9158-f7873b401293.tif,46,1499,CTNNB1,0,WT,pLX304,,0.92,,closed,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41744,g23,taoe005-u2os-72h-cp-a-au00044859_g23_s8_w125e4de91-9314-4e85-bbfe-590f77f9d821.tif,78,7186,TRAF2,0,WT,pLX304,,1.16,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41744,f21,taoe005-u2os-72h-cp-a-au00044859_f21_s3_w11a95cf02-bab5-4866-a032-916c5f373b98.tif,113,3725,JUN,1,WT.2,pLX304,PotentiallyToxic,1.3,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41744,f22,taoe005-u2os-72h-cp-a-au00044859_f22_s9_w16340a2a8-6947-460e-8f9b-07d89e909df8.tif,41,1452,CSNK1A1,1,WT.2,pLX304,,1.15,,open,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41744,i16,taoe005-u2os-72h-cp-a-au00044859_i16_s8_w1b21c26cf-0af3-435c-80ff-1615a8116c0a.tif,28,6198,RPS6KB1,0,WT.2,pLX304,,0.92,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41744,f16,taoe005-u2os-72h-cp-a-au00044859_f16_s3_w114f20a0d-7441-4e40-a4c1-e26c02f245dc.tif,60,-43,Luciferase,0,CTRL,pLX304,,1.18,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,CTRL,0,0
41744,i20,taoe005-u2os-72h-cp-a-au00044859_i20_s2_w16dfbe9d6-931e-4d93-8250-06d56e73cb7a.tif,83,6794,STK11,0,WT.2,pLX304,,1.17,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41744,i20,taoe005-u2os-72h-cp-a-au00044859_i20_s7_w101937248-5fd3-4a44-943a-55018f51ce64.tif,58,6794,STK11,0,WT.2,pLX304,,1.17,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41744,i22,taoe005-u2os-72h-cp-a-au00044859_i22_s4_w1518e6e6b-5158-482d-a95e-6d9725019df0.tif,93,6885,MAP3K7,0,WT,pLX304,,1.05,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41744,f24,taoe005-u2os-72h-cp-a-au00044859_f24_s1_w1847fe21a-182c-4815-916b-3d5e8dff96c4.tif,58,10413,YAP1,0,WT.2,pLX304,,1.08,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41744,i19,taoe005-u2os-72h-cp-a-au00044859_i19_s1_w1e9da8a86-041c-4fc6-b83f-750348935263.tif,65,25937,WWTR1,0,WT,pLX304,,1.08,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41744,j01,taoe005-u2os-72h-cp-a-au00044859_j01_s7_w107985889-a383-42fe-9063-f21d48bb82b3.tif,77,7184,HSP90B1,0,WT.2,pLX304,,1.13,,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41744,h17,taoe005-u2os-72h-cp-a-au00044859_h17_s6_w11be80f50-fdc5-46c0-adb3-cc3513bdbfde.tif,97,6416,MAP2K4,0,WT.1,pLX304,,1.3,,closed,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41744,j02,taoe005-u2os-72h-cp-a-au00044859_j02_s8_w1b7298a50-0983-4817-9bcf-2f9b9027cf47.tif,73,,EMPTY,,,,,0.08,,,ORA11.12.13.18A,8,72H,"ORF OE",1,Untreated,0,0
41744,e22,taoe005-u2os-72h-cp-a-au00044859_e22_s5_w120d220e8-f917-4f1f-9471-41de79596f1d.tif,65,4217,MAP3K5,0,WT,pLX304,,1.18,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41744,h17,taoe005-u2os-72h-cp-a-au00044859_h17_s1_w1fe35e8b9-558f-4721-add1-e369d9256908.tif,61,6416,MAP2K4,0,WT.1,pLX304,,1.3,,closed,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41744,h03,taoe005-u2os-72h-cp-a-au00044859_h03_s7_w1c3e6f2ed-6898-4523-b4e0-afd4bae5f340.tif,13,841,CASP8,0,WT.2,pLX304,Toxic,1.49,,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,1
41744,f21,taoe005-u2os-72h-cp-a-au00044859_f21_s8_w15ebeaf0b-a0d0-437e-be96-74f955a51cb1.tif,79,3725,JUN,1,WT.2,pLX304,PotentiallyToxic,1.3,,closed,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41744,h08,taoe005-u2os-72h-cp-a-au00044859_h08_s7_w1cb646064-5811-419e-bef8-62b65b4988b3.tif,92,-42,LacZ,0,CTRL,pLX304,,1.24,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,CTRL,0,0
41744,h14,taoe005-u2os-72h-cp-a-au00044859_h14_s8_w1ae41bbfb-43f0-4363-8ff2-48c27f814644.tif,83,4092,SMAD7,0,WT,pLX304,,0.47,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
