Image_Metadata_Plate,Image_Metadata_Well,Image_FileName_OrigHoechst,Image_Count_Nuclei,Image_Metadata_GeneID,Image_Metadata_GeneSymbol,Image_Metadata_IsLandmark,Image_Metadata_AlleleDesc,Image_Metadata_ExpressionVector,Image_Metadata_FlaggedForToxicity,Image_Metadata_IE_Blast_noBlast,Image_Metadata_IntendedOrfMismatch,Image_Metadata_OpenOrClosed,Image_Metadata_RNAiVirusPlateName,Image_Metadata_Site,Image_Metadata_TimePoint_Hours,Image_Metadata_Type,Image_Metadata_Virus_Vol_ul,Image_Metadata_ASSAY_WELL_ROLE,Image_Metadata_QCFlag_isBlurry,Image_Metadata_QCFlag_isSaturated
41749,e09,taoe005-u2os-72h-cp-a-au00044858_e09_s8_w1beb01725-0d39-445e-b406-ca675794e3d4.tif,82,5170,PDPK1,0,WT.1,pLX304,,1.17,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41749,c21,taoe005-u2os-72h-cp-a-au00044858_c21_s7_w1cd71ecb6-5da8-4642-a2eb-6397ee74d4af.tif,76,3551,IKBKB,1,WT,pLX304,,1.02,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41749,b17,taoe005-u2os-72h-cp-a-au00044858_b17_s8_w1ea78fe94-dbac-4981-89f3-dd2cf130dc8f.tif,132,2932,GSK3B,0,WT.2,pLX304,,1.25,,closed,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41749,g15,taoe005-u2os-72h-cp-a-au00044858_g15_s8_w1d66409bf-9006-4b22-989c-2b3009c5ce5f.tif,70,,EMPTY,,,,,0.09,,,ORA11.12.13.18A,8,72H,"ORF OE",1,Untreated,0,0
41749,e20,taoe005-u2os-72h-cp-a-au00044858_e20_s9_w19558fbe2-466f-4379-a380-87db339b0e57.tif,51,3725,JUN,1,WT.1,pLX304,,1.02,,open,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41749,e12,taoe005-u2os-72h-cp-a-au00044858_e12_s2_w162ce05c0-9bd5-42f8-8b9b-1843d444f51d.tif,122,,EMPTY,,,,,0.09,,,ORA11.12.13.18A,2,72H,"ORF OE",1,Untreated,0,0
41749,d12,taoe005-u2os-72h-cp-a-au00044858_d12_s1_w1e79f6aeb-632e-491e-bb6f-c8c01896a8fa.tif,57,3265,HRAS,0,G12V,pLX304,,1.37,,closed,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41749,d01,taoe005-u2os-72h-cp-a-au00044858_d01_s4_w1b83b9f2e-0c92-46c1-a75a-bd743e165377.tif,31,331,XIAP,0,WT.1,pLX304,,0.89,,closed,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41749,c07,taoe005-u2os-72h-cp-a-au00044858_c07_s7_w1c1674e67-f1bf-462a-9114-7bd762c24509.tif,30,1432,MAPK14,0,WT.1,pLX304,,1.06,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41749,c18,taoe005-u2os-72h-cp-a-au00044858_c18_s7_w12896b307-592b-4a8a-9c92-de04b18db12b.tif,78,54583,EGLN1,0,WT.1.mismatch,pLX304,,0.9,mismatch,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41749,g05,taoe005-u2os-72h-cp-a-au00044858_g05_s4_w10848416c-3dca-494c-a3ac-6b061d43092f.tif,74,5603,MAPK13,1,WT.1,pLX304,,1.12,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41749,g06,taoe005-u2os-72h-cp-a-au00044858_g06_s5_w19d1e8eaa-cc00-4f54-b0b1-c0b3b4b037e8.tif,107,5291,PIK3CB,0,WT.2,pLX304,,0.88,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41749,e07,taoe005-u2os-72h-cp-a-au00044858_e07_s2_w10a65c6cf-85ac-47a6-a7a8-2689d869b910.tif,78,4793,NFKBIB,1,WT,pLX304,,1.1,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41749,d14,taoe005-u2os-72h-cp-a-au00044858_d14_s6_w16f38c0e6-37b4-45f3-8a99-43c7dd41589a.tif,41,5604,MEK1,0,S218D.S222D.mismatch,pLX304,,1.17,mismatch,closed,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41749,b20,taoe005-u2os-72h-cp-a-au00044858_b20_s2_w1e9185cc9-daaa-4408-8f1b-45c1a3970813.tif,40,5879,RAC1,0,T17N,pLX304,,0.94,,closed,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41749,f18,taoe005-u2os-72h-cp-a-au00044858_f18_s4_w197223511-3739-4077-9205-81855a4b64f7.tif,74,1452,CSNK1A1,1,WT.1,pLX304,,1.33,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41749,g21,taoe005-u2os-72h-cp-a-au00044858_g21_s4_w116658bd1-ec42-45e4-9c44-3ea13a4bb815.tif,146,7128,TNFAIP3,0,WT,pLX304,,0.9,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41749,h08,taoe005-u2os-72h-cp-a-au00044858_h08_s5_w1537019d0-99af-4d1f-8009-72007bda09fd.tif,96,-42,LacZ,0,CTRL,pLX304,,1.24,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,CTRL,0,0
41749,c10,taoe005-u2os-72h-cp-a-au00044858_c10_s4_w19d2720bd-9dd4-48e6-8987-302b0f4cbfff.tif,38,5970,RELA,0,WT.1,pLX304,,1,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41749,g10,taoe005-u2os-72h-cp-a-au00044858_g10_s9_w17852cca2-6f34-40b9-9a59-0f55c8ac0683.tif,95,5562,PRKAA1,0,WT.1,pLX304,,1.14,,open,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41749,g02,taoe005-u2os-72h-cp-a-au00044858_g02_s2_w178755932-4a95-43fe-bede-635476febd33.tif,75,5170,PDPK1,0,WT.2,pLX304,,0.96,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41749,f21,taoe005-u2os-72h-cp-a-au00044858_f21_s7_w1a96a64f0-59c4-4501-a3db-7ef8fd9ca9f7.tif,87,3725,JUN,1,WT.2,pLX304,PotentiallyToxic,1.3,,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41749,g01,taoe005-u2os-72h-cp-a-au00044858_g01_s1_w18ecf6b00-4984-4ce0-9ead-7527b080253e.tif,59,5599,MAPK8,0,WT.1,pLX304,,1.08,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41749,d17,taoe005-u2os-72h-cp-a-au00044858_d17_s6_w11113002a-7746-416b-b544-d8c68cf086ca.tif,87,-43,Luciferase,0,CTRL,pLX304,,1.23,,open,ORA11.12.13.18A,6,72H,"ORF OE",1,CTRL,0,0
41749,e03,taoe005-u2os-72h-cp-a-au00044858_e03_s5_w1c04c74bb-4e6b-48c4-8ee5-1af956182ce9.tif,51,4090,SMAD5,0,WT,pLX304,,1.08,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41749,d01,taoe005-u2os-72h-cp-a-au00044858_d01_s9_w16667a374-6c44-41b1-8a80-36f61d33e96b.tif,164,331,XIAP,0,WT.1,pLX304,,0.89,,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41757,m11,taoe005-u2os-72h-cp-a-au00044858_m11_s6_w1082836bc-cf89-4ae4-8297-be610dd6a34c.tif,75,,EMPTY,,,,,0.1,,,ORA11.12.13.18A,6,72H,"ORF OE",1,Untreated,0,0
41749,g07,taoe005-u2os-72h-cp-a-au00044858_g07_s7_w123922b0d-d36d-493f-b824-6b534f9432d5.tif,105,5971,RELB,1,WT,pLX304,,1.25,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41749,c09,taoe005-u2os-72h-cp-a-au00044858_c09_s4_w18a9f2935-92cd-4abd-80a3-d8d47b73e966.tif,66,1454,CSNK1E,1,WT.1,pLX304,,0.14,,,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41749,h05,taoe005-u2os-72h-cp-a-au00044858_h05_s3_w1a5ebf702-ed84-4377-9fc4-18e8053c19e1.tif,64,5598,MAPK7,0,WT.mismatch,pLX304,,1.06,mismatch,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41749,g14,taoe005-u2os-72h-cp-a-au00044858_g14_s4_w152d8245a-68ef-45bc-9861-68fa32e1e3e5.tif,53,-42,LacZ,0,CTRL,pLX304,,1.05,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,CTRL,0,0
41749,g13,taoe005-u2os-72h-cp-a-au00044858_g13_s3_w133ef2f03-1d91-4edc-a722-429491a1d844.tif,89,6774,STAT3,1,WT,pLX304,,1.05,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41749,b12,taoe005-u2os-72h-cp-a-au00044858_b12_s9_w1d2bcba60-b21e-452a-a367-5a33c3498baf.tif,123,998,CDC42,1,Q61L,pLX304,,0.95,,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41749,d16,taoe005-u2os-72h-cp-a-au00044858_d16_s8_w105f37ffb-4279-4daa-af53-6bae1b4024ea.tif,67,207,AKT1,1,E17K,pLX304,,1.11,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41749,g08,taoe005-u2os-72h-cp-a-au00044858_g08_s7_w157898df6-9bfd-46ad-84b1-fe360621c9d9.tif,41,5295,PIK3R1,0,WT.1,pLX304,,1.15,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41749,f17,taoe005-u2os-72h-cp-a-au00044858_f17_s3_w14e0fc3c1-8162-4cc1-9d8c-964e1ee5c581.tif,100,7184,HSP90B1,0,WT.1,pLX304,,1.1,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41749,g17,taoe005-u2os-72h-cp-a-au00044858_g17_s5_w15614d7bb-a9b6-4929-ba44-6da0bfdbfe51.tif,14,6794,STK11,0,WT.1,pLX304,,1.01,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41749,e12,taoe005-u2os-72h-cp-a-au00044858_e12_s7_w199398992-f173-4460-ab16-304eff693919.tif,125,,EMPTY,,,,,0.09,,,ORA11.12.13.18A,7,72H,"ORF OE",1,Untreated,0,1
41749,f20,taoe005-u2os-72h-cp-a-au00044858_f20_s6_w17643f003-d3df-4e7f-9813-809301ee46c4.tif,78,10413,YAP1,0,WT.1,pLX304,,1.08,,open,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41749,e17,taoe005-u2os-72h-cp-a-au00044858_e17_s3_w15a072c8f-6663-4ac3-acd0-9890cc13cce0.tif,97,,EMPTY,,,,,0.08,,,ORA11.12.13.18A,3,72H,"ORF OE",1,Untreated,0,0
41749,e07,taoe005-u2os-72h-cp-a-au00044858_e07_s4_w1c11e8f6d-2624-4ef1-b6ea-58759229f93e.tif,68,4793,NFKBIB,1,WT,pLX304,,1.1,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41749,f11,taoe005-u2os-72h-cp-a-au00044858_f11_s8_w110949f7f-ced2-4e4e-806d-d106ec19500a.tif,105,468,ATF4,0,WT.2,pLX304,Toxic,1.05,,closed,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41749,e01,taoe005-u2os-72h-cp-a-au00044858_e01_s9_w1b8143a5b-9ab2-44dd-b2d9-1977cdecf5c0.tif,142,4089,SMAD4,0,WT,pLX304,,1.04,,open,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41749,g15,taoe005-u2os-72h-cp-a-au00044858_g15_s3_w140fd62bb-257a-49b5-9981-4ba8b85c06c0.tif,33,,EMPTY,,,,,0.09,,,ORA11.12.13.18A,3,72H,"ORF OE",1,Untreated,0,0
41749,e19,taoe005-u2os-72h-cp-a-au00044858_e19_s3_w172f65d7d-3a4e-4e90-a35a-9d0c959ad614.tif,111,5578,PRKCA,0,WT.1,pLX304,,1.1,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41749,f12,taoe005-u2os-72h-cp-a-au00044858_f12_s6_w12194a16a-f6ab-4bad-bb04-ab89313168ab.tif,62,3845,KRAS,0,WT.2,pLX304,,0.95,,closed,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41749,f10,taoe005-u2os-72h-cp-a-au00044858_f10_s9_w120f4ba2a-0fd9-4839-92ed-353266b8981e.tif,77,3845,KRAS,0,WT.1,pLX304,,1.14,,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41749,c18,taoe005-u2os-72h-cp-a-au00044858_c18_s2_w12d50cdce-c401-4c55-8854-f1c3c525f263.tif,36,54583,EGLN1,0,WT.1.mismatch,pLX304,,0.9,mismatch,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41749,g11,taoe005-u2os-72h-cp-a-au00044858_g11_s7_w1e4483483-9df1-437b-97cf-dd27fb855500.tif,100,6772,STAT1,1,WT,pLX304,,0.93,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41749,f11,taoe005-u2os-72h-cp-a-au00044858_f11_s6_w1b972b50d-4c97-4e1b-8dbc-455bf985251d.tif,68,468,ATF4,0,WT.2,pLX304,Toxic,1.05,,closed,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41749,d07,taoe005-u2os-72h-cp-a-au00044858_d07_s3_w13f48f979-80da-49e1-8723-eb28f0247b61.tif,103,1407,CRY1,0,WT.1,pLX304,,1.13,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41749,d20,taoe005-u2os-72h-cp-a-au00044858_d20_s5_w1d8a96ed6-10fb-4db2-be8a-2847584339e5.tif,58,2078,ERG,0,truncated,pLX304,PotentiallyToxic,1.64,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41754,h04,taoe005-u2os-72h-cp-a-au00044858_h04_s6_w167a8144f-c899-4bb4-a3c3-79a1da0faef1.tif,109,1499,CTNNB1,0,WT,pLX304,,0.92,,closed,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41749,h06,taoe005-u2os-72h-cp-a-au00044858_h06_s3_w172289235-fa33-4da2-a5e7-d6e89e573760.tif,42,1452,CSNK1A1,1,WT.3,pLX304,,1.09,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41749,d05,taoe005-u2os-72h-cp-a-au00044858_d05_s5_w133a912b4-4881-46dd-9ef6-45caf80ecbea.tif,74,7157,TP53,1,WT.1,pLX304,,0.99,,closed,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41749,f08,taoe005-u2os-72h-cp-a-au00044858_f08_s2_w17e919c1d-4661-4784-9981-5f1108b11bb8.tif,56,2064,ERBB2,1,WT.2,pLX304,,1.17,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41749,e12,taoe005-u2os-72h-cp-a-au00044858_e12_s4_w1f016f6c3-0b86-489d-8d60-6c8497ccc2c4.tif,55,,EMPTY,,,,,0.09,,,ORA11.12.13.18A,4,72H,"ORF OE",1,Untreated,0,0
41749,d06,taoe005-u2os-72h-cp-a-au00044858_d06_s1_w14a8d5ae9-c26d-4211-97b2-f0c929be0beb.tif,65,6714,SRC,1,Y527F,pLX304,,1.07,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41749,e15,taoe005-u2os-72h-cp-a-au00044858_e15_s2_w19ee1457a-cf6c-45df-a43c-002af9fb9330.tif,70,5567,PRKACB,0,WT.1,pLX304,,1.15,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41749,g23,taoe005-u2os-72h-cp-a-au00044858_g23_s4_w1f5916ca4-39cc-4289-98af-7feec16c6c17.tif,96,7186,TRAF2,0,WT,pLX304,,1.16,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41749,f20,taoe005-u2os-72h-cp-a-au00044858_f20_s5_w173b52da6-b262-4321-9b33-f527d81272bb.tif,49,10413,YAP1,0,WT.1,pLX304,,1.08,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41749,d08,taoe005-u2os-72h-cp-a-au00044858_d08_s8_w145895849-85a9-47d5-93df-ef53a05ee1f8.tif,70,,EMPTY,,,,,0.12,,,ORA11.12.13.18A,8,72H,"ORF OE",1,Untreated,0,0
41749,e20,taoe005-u2os-72h-cp-a-au00044858_e20_s2_w1fe7b57d4-ce10-4e47-8870-43560503637d.tif,22,3725,JUN,1,WT.1,pLX304,,1.02,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41749,d21,taoe005-u2os-72h-cp-a-au00044858_d21_s6_w161e26399-5a26-43ac-8d03-4b2f331d4710.tif,45,1869,E2F1,0,WT,pLX304,,1.09,,closed,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41749,e10,taoe005-u2os-72h-cp-a-au00044858_e10_s3_w18d9acb08-ee06-47e5-8f68-eee935c2642f.tif,111,1454,CSNK1E,1,WT.2,pLX304,,1.16,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41749,f19,taoe005-u2os-72h-cp-a-au00044858_f19_s5_w16c2e53f6-e344-4174-9dd2-9399d3e3a8ea.tif,57,1649,DDIT3,0,WT.1,pLX304,,0.82,,closed,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41749,e18,taoe005-u2os-72h-cp-a-au00044858_e18_s7_w17e9e04a4-abc3-40b2-bc33-5cacc2e21b9b.tif,80,3717,JAK2,0,WT,pLX304,,0.95,,,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,1
41749,g09,taoe005-u2os-72h-cp-a-au00044858_g09_s3_w1cd9570b0-5a7e-4515-a6ae-206906bdd733.tif,54,6009,RHEB,1,WT.1,pLX304,,0.95,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41749,f03,taoe005-u2os-72h-cp-a-au00044858_f03_s5_w1e37519cd-96a9-47b3-95fd-9b72389cfa3c.tif,65,7188,TRAF5,0,WT,pLX304,,1.02,,closed,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41749,f24,taoe005-u2os-72h-cp-a-au00044858_f24_s4_w17d589dd5-c492-432a-a6d5-f79e2b692378.tif,134,10413,YAP1,0,WT.2,pLX304,,1.08,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41749,h14,taoe005-u2os-72h-cp-a-au00044858_h14_s3_w1236b38eb-f212-4373-b896-5e44169de42d.tif,32,4092,SMAD7,0,WT,pLX304,,0.47,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41749,h04,taoe005-u2os-72h-cp-a-au00044858_h04_s3_w1fc0f78e9-e964-474f-9ffa-1490a1dc7639.tif,102,1499,CTNNB1,0,WT,pLX304,,0.92,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41749,h20,taoe005-u2os-72h-cp-a-au00044858_h20_s7_w1e3673337-c7f5-4f1c-b729-834885b014c7.tif,72,5058,PAK1,1,WT.1,pLX304,,0.97,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41749,h03,taoe005-u2os-72h-cp-a-au00044858_h03_s7_w1d0cdb76a-2d5f-4efc-baa8-172bd07155d1.tif,69,841,CASP8,0,WT.2,pLX304,Toxic,1.49,,closed,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41749,g18,taoe005-u2os-72h-cp-a-au00044858_g18_s1_w12f246dc0-0411-4e1a-825d-239984b16401.tif,82,5578,PRKCA,0,WT.2,pLX304,,0.31,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41749,g20,taoe005-u2os-72h-cp-a-au00044858_g20_s6_w1886a8661-3450-40fc-bde1-ece374a8733a.tif,76,5581,PRKCE,0,WT.2,pLX304,,0.96,,open,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,1
41749,f03,taoe005-u2os-72h-cp-a-au00044858_f03_s3_w184d68290-12e8-480d-be03-d07308cb375f.tif,120,7188,TRAF5,0,WT,pLX304,,1.02,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41749,c24,taoe005-u2os-72h-cp-a-au00044858_c24_s4_w1d8e02fc1-0bb8-4dc7-bce0-ee6d45704843.tif,80,207,AKT1,1,WT.1,pLX304,,1.16,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41749,e08,taoe005-u2os-72h-cp-a-au00044858_e08_s5_w1032bcb3b-bafd-46ed-80a7-433eb8590de7.tif,106,1432,MAPK14,0,WT.2,pLX304,,1.06,,open,ORA11.12.13.18A,5,72H,"ORF OE",1,Treated,0,0
41749,c22,taoe005-u2os-72h-cp-a-au00044858_c22_s7_w1cb93f3fb-3053-4f46-b483-2907c989783f.tif,74,91,ACVR1B,0,WT.1,pLX304,,1.18,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41749,d18,taoe005-u2os-72h-cp-a-au00044858_d18_s1_w106d3e821-e090-4583-8b9a-3464e2a1af60.tif,19,2261,FGFR3,0,K650E,pLX304,,1.14,,closed,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41749,e22,taoe005-u2os-72h-cp-a-au00044858_e22_s7_w109329f80-1074-45dd-8059-2d3e5a08b546.tif,137,4217,MAP3K5,0,WT,pLX304,,1.18,,open,ORA11.12.13.18A,7,72H,"ORF OE",1,Treated,0,0
41749,e02,taoe005-u2os-72h-cp-a-au00044858_e02_s2_w11cf84546-d906-42d0-bd2d-11fdf6eabd7e.tif,55,369,ARAF,0,WT.2,pLX304,,1.11,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41749,e04,taoe005-u2os-72h-cp-a-au00044858_e04_s3_w1bba6be67-9346-4c4a-8e8b-9ed2b2540228.tif,52,1017,CDK2,1,WT.2,pLX304,,0.97,,open,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41749,f04,taoe005-u2os-72h-cp-a-au00044858_f04_s1_w1261f6c8c-456b-4d7f-9206-56ab215272b1.tif,97,1050,CEBPA,1,WT.2,pLX304,PotentiallyToxic,1.36,,closed,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41749,h22,taoe005-u2os-72h-cp-a-au00044858_h22_s4_w1b3c1681c-d61f-4f01-8838-59719cd666e3.tif,49,9021,SOCS3,0,WT,pLX304,,1.1,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41749,e12,taoe005-u2os-72h-cp-a-au00044858_e12_s5_w18f818451-c40d-4c54-89f3-7eeaaca921aa.tif,151,,EMPTY,,,,,0.09,,,ORA11.12.13.18A,5,72H,"ORF OE",1,Untreated,0,0
41749,h23,taoe005-u2os-72h-cp-a-au00044858_h23_s1_w114043edb-3f35-452d-af21-54281de519d9.tif,52,10000,AKT3,0,WT.2,pLX304,,0.94,,closed,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41749,h08,taoe005-u2os-72h-cp-a-au00044858_h08_s8_w106075d6a-8f22-46b0-95b9-a2653fb476f0.tif,82,-42,LacZ,0,CTRL,pLX304,,1.24,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,CTRL,0,0
41749,e02,taoe005-u2os-72h-cp-a-au00044858_e02_s4_w18d56d1ab-5831-430a-8af4-b0f5428828d5.tif,63,369,ARAF,0,WT.2,pLX304,,1.11,,open,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41749,f11,taoe005-u2os-72h-cp-a-au00044858_f11_s2_w1f9625b33-e1ef-491b-908c-2b56e2eab273.tif,104,468,ATF4,0,WT.2,pLX304,Toxic,1.05,,closed,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41749,e23,taoe005-u2os-72h-cp-a-au00044858_e23_s9_w194794180-11bc-4e10-b613-d08137925833.tif,85,5590,PRKCZ,0,WT.1,pLX304,,1.06,,open,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41749,e04,taoe005-u2os-72h-cp-a-au00044858_e04_s1_w1b1d21905-9631-44c8-a342-654eb2fce149.tif,72,1017,CDK2,1,WT.2,pLX304,,0.97,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41749,h13,taoe005-u2os-72h-cp-a-au00044858_h13_s4_w1ad5d41aa-2409-4dfc-b5e4-bfc189689e46.tif,25,4790,NFKB1,0,WT.1,pLX304,,1.27,,closed,ORA11.12.13.18A,4,72H,"ORF OE",1,Treated,0,0
41749,h16,taoe005-u2os-72h-cp-a-au00044858_h16_s1_w1299823ee-1492-4f7a-abf9-448760259d29.tif,84,4170,MCL1,0,WT,pLX304,,0.98,,,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41749,f08,taoe005-u2os-72h-cp-a-au00044858_f08_s8_w1c0e9895c-1c42-4e72-962e-2fb2dc18337e.tif,117,2064,ERBB2,1,WT.2,pLX304,,1.17,,open,ORA11.12.13.18A,8,72H,"ORF OE",1,Treated,0,0
41749,f23,taoe005-u2os-72h-cp-a-au00044858_f23_s9_w1b658c898-5cfd-4fbe-a647-b6793147e542.tif,42,8313,AXIN2,0,WT.2,pLX304,,1.05,,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41749,f13,taoe005-u2os-72h-cp-a-au00044858_f13_s5_w1f5a822cd-3867-46a5-ab2a-ca75e205ceac.tif,72,,EMPTY,,,,,0.08,,,ORA11.12.13.18A,5,72H,"ORF OE",1,Untreated,0,0
41749,c17,taoe005-u2os-72h-cp-a-au00044858_c17_s2_w1e4dec4d9-a640-4b9d-9a9f-ee7f05f04801.tif,94,2271,FH,0,WT,pLX304,,1.31,,open,ORA11.12.13.18A,2,72H,"ORF OE",1,Treated,0,0
41749,f08,taoe005-u2os-72h-cp-a-au00044858_f08_s1_w1d0a5e643-1a4c-4dc6-b38a-745fd6b12ef5.tif,76,2064,ERBB2,1,WT.2,pLX304,,1.17,,open,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
41749,h01,taoe005-u2os-72h-cp-a-au00044858_h01_s3_w130a86621-3eb4-4492-adaf-cefaabe70b93.tif,104,5527,PPP2R5C,0,WT.2,pLX304,,1.23,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41749,f22,taoe005-u2os-72h-cp-a-au00044858_f22_s6_w1be01095c-afff-49c8-9756-8a7990aec0a2.tif,36,1452,CSNK1A1,1,WT.2,pLX304,,1.15,,open,ORA11.12.13.18A,6,72H,"ORF OE",1,Treated,0,0
41749,d14,taoe005-u2os-72h-cp-a-au00044858_d14_s9_w1584a7467-26c4-4118-84fc-68c901763742.tif,61,5604,MEK1,0,S218D.S222D.mismatch,pLX304,,1.17,mismatch,closed,ORA11.12.13.18A,9,72H,"ORF OE",1,Treated,0,0
41749,f12,taoe005-u2os-72h-cp-a-au00044858_f12_s3_w1e85c1553-454b-4673-8343-1677cda6b69d.tif,95,3845,KRAS,0,WT.2,pLX304,,0.95,,closed,ORA11.12.13.18A,3,72H,"ORF OE",1,Treated,0,0
41749,f21,taoe005-u2os-72h-cp-a-au00044858_f21_s1_w19da1ef12-5ff3-492d-8508-721271e92319.tif,89,3725,JUN,1,WT.2,pLX304,PotentiallyToxic,1.3,,closed,ORA11.12.13.18A,1,72H,"ORF OE",1,Treated,0,0
