,AKT1S1,ATF4,BAX,BCL2L11,BRAF,CASP8,CDC42,CDKN1A,CEBPA,CREB1,CXXC4,DIABLO,E2F1,ELK1,EMPTY,ERG,FGFR3,FOXO1,GLI1,HRAS,IRAK4,JUN,MAP2K3,MAP3K2,MAP3K5,MAP3K9,MAPK7,MOS,MYD88,PIK3R2,PRKACA,PRKCE,RAF1,RELB,RHOA,SMAD4,SMO,SRC,SREBF1,TRAF2,TSC2,WWTR1
PRKCE,0.05364165486864873,0.021393739185150227,0.013843007708038382,0.020921818467830738,0.006292276230926538,0.021708352996696555,0.02406795658329401,0.01101148340412144,0.009910335063709298,0.005663048607833884,0.014472235331131037,0.011955324838760422,0.009438414346389807,0.022809501337108698,0.008809186723297153,0.011798017932987258,0.03334906402391065,0.019820670127418595,0.01101148340412144,0.017618373446594306,0.019977977033191756,0.00408997955010225,0.022966808242881862,0.010854176498348278,0.024854491112159822,0.00550574170206072,0.026427560169891458,0.014786849142677364,0.012741859367626238,0.08227151171936448,0.014314928425357873,0.11200251691049237,0.009281107440616642,0.05081013056473179,0.010539562686801951,0.005348434796287557,0.0357086676105081,0.08588957055214724,0.02202296680824288,0.03067484662576687,0.005191127890514393,0.04420324052225893
RAF1,0.004543487667676331,0.0054089138900908695,0.008005192557334487,0.03028991778450887,0.050194720900043274,0.02942449156209433,0.009736045002163565,0.0038944180008654264,0.006923409779316313,0.004759844223279966,0.02704456945045435,0.014063176114236261,0.008437905668541757,0.03613154478580701,0.00021635655560363478,0.0099524015577672,0.007788836001730853,0.0034617048896581565,0.003245348334054522,0.03959324967546517,0.0073561228905235825,0.018823020337516226,0.01795759411510169,0.019688446559930767,0.016443098225876245,0.013630463003028993,0.02293379489398529,0.047165729121592385,0.01947209000432713,0.006923409779316313,0.018823020337516226,0.006274340112505409,0.38468195586326265,0.006274340112505409,0.02120294244915621,0.0017308524448290783,0.005192557334487235,0.016010385114668974,0.0149286023366508,0.01038511466897447,0.0017308524448290783,0.019255733448723496
RELB,0.04798255179934569,0.021264994547437296,0.0021810250817884407,0.016357688113413305,0.0016357688113413304,0.010905125408942203,0.0005452562704471102,0.008724100327153763,0.0010905125408942203,0.0,0.0059978189749182115,0.010359869138495093,0.0027262813522355507,0.006543075245365322,0.0010905125408942203,0.0010905125408942203,0.004362050163576881,0.003271537622682661,0.0054525627044711015,0.008724100327153763,0.007088331515812432,0.0005452562704471102,0.011450381679389313,0.0021810250817884407,0.014721919302071973,0.0,0.031079607415485277,0.012540894220283533,0.015267175572519083,0.015267175572519083,0.007088331515812432,0.003816793893129771,0.0010905125408942203,0.6134133042529989,0.003271537622682661,0.0010905125408942203,0.03162486368593239,0.022355507088331516,0.014176663031624863,0.017448200654307525,0.0027262813522355507,0.011450381679389313
RHOA,0.022447724477244774,0.004305043050430504,0.005535055350553505,0.025522755227552277,0.0033825338253382535,0.024600246002460024,0.00922509225092251,0.0033825338253382535,0.0052275522755227555,0.0024600246002460025,0.02706027060270603,0.006150061500615006,0.006150061500615006,0.04981549815498155,0.007995079950799507,0.02152521525215252,0.01107011070110701,0.07902829028290283,0.028290282902829027,0.003997539975399754,0.007072570725707257,0.0027675276752767526,0.04797047970479705,0.011992619926199263,0.01014760147601476,0.006150061500615006,0.015067650676506766,0.015682656826568265,0.012915129151291513,0.00922509225092251,0.043357933579335796,0.004305043050430504,0.017220172201722016,0.007072570725707257,0.24015990159901598,0.0006150061500615006,0.033825338253382534,0.017220172201722016,0.0928659286592866,0.00922509225092251,0.0052275522755227555,0.04274292742927429
SMAD4,0.015522875816993464,0.03758169934640523,0.025326797385620915,0.008986928104575163,0.0,0.012254901960784314,0.0016339869281045752,0.024509803921568627,0.0,0.015522875816993464,0.0008169934640522876,0.0008169934640522876,0.0008169934640522876,0.008169934640522876,0.0024509803921568627,0.008986928104575163,0.00980392156862745,0.0008169934640522876,0.0,0.004901960784313725,0.0718954248366013,0.0,0.0,0.0,0.0008169934640522876,0.0,0.0196078431372549,0.0,0.0016339869281045752,0.049836601307189546,0.0,0.0,0.0008169934640522876,0.0016339869281045752,0.0,0.6037581699346405,0.0008169934640522876,0.013888888888888888,0.005718954248366013,0.007352941176470588,0.04330065359477124,0.0
SMO,0.07641300915693085,0.01484054310072624,0.0015787811809283233,0.025260498894853173,0.001894537417113988,0.019261130407325546,0.00473634354278497,0.0214714240606252,0.0,0.0,0.0053678560151563,0.015787811809283233,0.0006315124723713293,0.001894537417113988,0.008209662140827282,0.00031575623618566466,0.005999368487527629,0.048626460372592356,0.007262393432270287,0.002841806125670982,0.0031575623618566467,0.00031575623618566466,0.02368171771392485,0.008209662140827282,0.0107357120303126,0.0031575623618566467,0.03694347963372276,0.003789074834227976,0.04988948531733502,0.01357751815598358,0.010104199557941269,0.0025260498894853173,0.0025260498894853173,0.02778654878433849,0.02494474265866751,0.00031575623618566466,0.3075465740448374,0.02305020524155352,0.15219450584149036,0.004420587306599305,0.004104831070413641,0.024628986422481843
SRC,0.05051150895140665,0.024936061381074168,0.015345268542199489,0.005754475703324808,0.004475703324808184,0.01918158567774936,0.0076726342710997444,0.016624040920716114,0.023657289002557546,0.0038363171355498722,0.016624040920716114,0.0019181585677749361,0.004475703324808184,0.0076726342710997444,0.0025575447570332483,0.0038363171355498722,0.021099744245524295,0.0038363171355498722,0.00319693094629156,0.013427109974424553,0.01854219948849105,0.004475703324808184,0.010869565217391304,0.005754475703324808,0.0159846547314578,0.005754475703324808,0.01854219948849105,0.005754475703324808,0.0038363171355498722,0.09526854219948849,0.0038363171355498722,0.0076726342710997444,0.008951406649616368,0.017263427109974423,0.004475703324808184,0.007033248081841432,0.01854219948849105,0.4680306905370844,0.0038363171355498722,0.0038363171355498722,0.008312020460358057,0.01278772378516624
SREBF1,0.04326123128119801,0.004991680532445923,0.0,0.010537992235163616,0.0,0.004991680532445923,0.0033277870216306157,0.0022185246810870773,0.0,0.0,0.0016638935108153079,0.00776483638380477,0.0005546311702717693,0.0016638935108153079,0.0033277870216306157,0.0016638935108153079,0.0016638935108153079,0.05823627287853577,0.003882418191902385,0.0016638935108153079,0.0011092623405435386,0.0,0.021630615640599003,0.0066555740432612314,0.0066555740432612314,0.0,0.013865779256794232,0.004991680532445923,0.028286189683860232,0.00776483638380477,0.0022185246810870773,0.0016638935108153079,0.0022185246810870773,0.022185246810870772,0.03050471436494731,0.0005546311702717693,0.06877426511369938,0.0011092623405435386,0.6012201885745979,0.005546311702717693,0.0016638935108153079,0.019966722129783693
TRAF2,0.051264044943820225,0.03651685393258427,0.0049157303370786515,0.021067415730337078,0.002106741573033708,0.01544943820224719,0.01544943820224719,0.009831460674157303,0.004213483146067416,0.0014044943820224719,0.0175561797752809,0.014747191011235955,0.004213483146067416,0.033707865168539325,0.007022471910112359,0.0175561797752809,0.012640449438202247,0.0049157303370786515,0.008426966292134831,0.013342696629213483,0.021067415730337078,0.0,0.008426966292134831,0.009831460674157303,0.025280898876404494,0.0007022471910112359,0.014747191011235955,0.006320224719101123,0.016151685393258428,0.05337078651685393,0.018258426966292134,0.009831460674157303,0.0028089887640449437,0.027387640449438203,0.0049157303370786515,0.007724719101123595,0.004213483146067416,0.018258426966292134,0.0056179775280898875,0.43820224719101125,0.0056179775280898875,0.0049157303370786515
TSC2,0.011134307585247043,0.04244954766875435,0.07028531663187196,0.010438413361169102,0.0006958942240779402,0.015309672929714684,0.0020876826722338203,0.04871259568545581,0.008350730688935281,0.025052192066805846,0.0048712595685455815,0.0013917884481558804,0.008350730688935281,0.013917884481558803,0.0013917884481558804,0.009742519137091163,0.008350730688935281,0.003479471120389701,0.0,0.0055671537926235215,0.16562282533054976,0.0006958942240779402,0.0027835768963117608,0.0,0.0020876826722338203,0.0006958942240779402,0.011830201809324982,0.0006958942240779402,0.0013917884481558804,0.029923451635351428,0.003479471120389701,0.0055671537926235215,0.0013917884481558804,0.0,0.009046624913013222,0.05010438413361169,0.010438413361169102,0.013917884481558803,0.0027835768963117608,0.0048712595685455815,0.37995824634655534,0.011134307585247043
WWTR1,0.024685816876122084,0.006732495511669659,0.009874326750448833,0.012567324955116697,0.0,0.003590664272890485,0.004488330341113106,0.0008976660682226212,0.0013464991023339318,0.0013464991023339318,0.009874326750448833,0.013016157989228007,0.003590664272890485,0.006732495511669659,0.0062836624775583485,0.0008976660682226212,0.0210951526032316,0.01436265709156194,0.005385996409335727,0.00807899461400359,0.01615798922800718,0.0008976660682226212,0.009425493716337522,0.002244165170556553,0.02064631956912029,0.0004488330341113106,0.02064631956912029,0.00807899461400359,0.004039497307001795,0.043536804308797125,0.011669658886894075,0.009425493716337522,0.004488330341113106,0.01436265709156194,0.02154398563734291,0.0004488330341113106,0.019748653500897665,0.02064631956912029,0.033662477558348294,0.004488330341113106,0.0031418312387791743,0.5754039497307002
